0	1283.797	0	757.25	0	6968.047	0	985.859
1	1285.522	1	752.794	1	7276.601	1	978.587
2	1306.825	2	754.308	2	7679.066	2	996.654
3	1320.883	3	762.689	3	8034.995	3	1000.487
4	1373.21	4	767.179	4	8676.813	4	985.312
5	1392.662	5	774.444	5	9049.35	5	991.506
6	1422.582	6	770.497	6	9457.256	6	980.041
7	1426.853	7	770.977	7	10013.924	7	983.443
8	1396.4	8	773.215	8	10489.721	8	983.182
9	1360.082	9	770.417	9	10704.143	9	989.042
10	1355.516	10	763.009	10	10505.391	10	996.181
11	1324.724	11	758.181	11	10516.571	11	980.98
12	1281.939	12	769.95	12	10276.632	12	981.834
13	1241.099	13	771.661	13	9998.381	13	978.594
14	1208.524	14	769.457	14	9850.181	14	981.814
15	1214.412	15	753.8	15	9680.425	15	977.375
16	1224.79	16	753.951	16	9886.956	16	967.708
17	1222.581	17	758.33	17	10078.644	17	973.201
18	1233.127	18	754.398	18	10052.902	18	975.872
19	1223.183	19	755.416	19	9838.266	19	963.924
20	1243.072	20	765.362	20	9512.896	20	947.347
21	1234.567	21	765.465	21	9380.606	21	971.76
22	1250.26	22	774.308	22	9630.204	22	982.093
23	1310.355	23	804.375	23	9903.515	23	985.46
24	1442.475	24	825.614	24	9936.729	24	1023.465
25	1563.375	25	831.406	25	10054.469	25	1112.406
26	1793.209	26	794.535	26	10468.75	26	1152.822
27	2179.067	27	785.964	27	10740.885	27	1093.935
28	2374.677	28	789.783	28	10658.445	28	1048.007
29	2306.198	29	790.979	29	10566.354	29	1052.608
30	1995.672	30	792.016	30	10623.234	30	1047.613
31	1662.79	31	782.184	31	10575.336	31	1026.387
32	1439.712	32	771.28	32	10493.78	32	1012.747
33	1358.391	33	767.125	33	10054.783	33	986.224
34	1335.502	34	770.026	34	9760.07	34	968.821
35	1370.425	35	771.325	35	9532.05	35	971.225
36	1273.508	36	767.821	36	9231.972	36	969.094
37	1151.717	37	758.956	37	8880.437	37	947.653
38	1102.345	38	743.821	38	8024.583	38	961.66
39	1072.25	39	745.437	39	7131.546	39	948.21
40	1039.325	40	744.975	40	6337.641	40	925.559
41	993.234	41	744.44	41	5464.596	41	928.967
42	1000.852	42	738.836	42	4800.147	42	928.945
43	973.621	43	741.634	43	4316.965	43	936.39
44	973.016	44	739.98	44	3850.43	44	926.863
45	975.469	45	736.219	45	3451.919	45	923.331
46	942.215	46	741.889	46	3100.913	46	936.935
47	934.458	47	735.179	47	2750.707	47	926.355
48	926.236	48	729.908	48	2435.178	48	913.141
49	936.13	49	722.963	49	2163.199	49	889.645
50	890.375	50	717.359	50	1980.625	50	932.188
0	1478.125	0	769.75	0	7014.375	0	1025.375
1	1514.297	1	765.29	1	7042.98	1	1031.775
2	1523.97	2	764.51	2	7124.43	2	1019.78
3	1522.85	3	770.388	3	7184.413	3	1028.363
4	1529.405	4	774.815	4	7283.375	4	1025.41
5	1502.725	5	775.2	5	7433.2	5	1030.275
6	1509.04	6	770.55	6	7852.5	6	1038.54
7	1535.603	7	776.323	7	8391.93	7	1035.677
8	1520.03	8	776.345	8	8782.555	8	1012.36
9	1562.895	9	771.855	9	9042.415	9	1002.237
10	1571.85	10	777.65	10	9134.25	10	996.35
11	1557.698	11	774.61	11	9218.145	11	996.445
12	1542.925	12	775.71	12	8893.525	12	999.025
13	1587.765	13	778.492	13	8703.665	13	996.85
14	1594.64	14	773.09	14	8589.3	14	991.43
15	1576.887	15	770.688	15	8558.55	15	991.975
16	1496.39	16	767.575	16	8571.445	16	988.905
17	1451.205	17	774.492	17	8586.862	17	985.12
18	1392.56	18	772.93	18	8642.22	18	989.89
19	1339.772	19	772.552	19	8484.798	19	992.615
20	1350.3	20	772.25	20	8417.525	20	1000.075
21	1316.402	21	779.297	21	8209.683	21	1007.84
22	1307.54	22	785.14	22	8192.73	22	1009.34
23	1320.515	23	789.568	23	8217.513	23	1032.08
24	1328.155	24	824.695	24	8166.74	24	1104
25	1330.875	25	850.812	25	8127.25	25	1176.75
26	1333.3	26	839.94	26	8081.34	26	1178.7
27	1420.025	27	817.515	27	8155.685	27	1098.818
28	1530.025	28	801.91	28	8178.25	28	1035.92
29	1617.42	29	792.8	29	8181.68	29	984.56
30	1605.8	30	785.15	30	8088	30	984.2
31	1488.302	31	769.568	31	8065.868	31	959.105
32	1336.725	32	768.245	32	8118.35	32	948.355
33	1189.562	33	765.175	33	8224.478	33	958.785
34	1148.47	34	759.83	34	8221.01	34	952.72
35	1143.25	35	761.088	35	8210.15	35	951.338
36	1116.025	36	756.295	36	8303.48	36	928.6
37	1125.135	37	764.2	37	8177.365	37	947.625
38	1083	38	763.89	38	7735.04	38	974.44
39	1064.195	39	755.56	39	7361.345	39	969.883
40	1048.875	40	748.15	40	6972.6	40	940.7
41	1026.37	41	751.232	41	6693.555	41	961.357
42	1025.72	42	755.25	42	6259.39	42	947.17
43	995.677	43	751.847	43	5890.51	43	928.888
44	968.805	44	734.145	44	5584.685	44	928.505
45	961.287	45	738.525	45	5245.3	45	933.662
46	985.97	46	740.51	46	4976.47	46	958.7
47	982.735	47	742.69	47	4645.277	47	952.448
48	964.945	48	738.845	48	4251.155	48	953.2
49	955.328	49	741.01	49	3859.623	49	932.938
50	940.25	50	747	50	3416.5	50	929.5
0	1160.25	0	751.75	0	5136	0	966.5
1	1124.585	1	748.7156	1	5218.639	1	961.95
2	1087.338	2	750.669	2	5222.929	2	938.046
3	1049.317	3	742.037	3	5296.546	3	949.559
4	1056.275	4	742.8088	4	5360.591	4	942.414
5	1067.235	5	754.975	5	5531.295	5	946.55
6	1055.072	6	747.8546	6	5808.056	6	945.044
7	1081.821	7	758.7858	7	6072.687	7	984.778
8	1087.32	8	754.2696	8	6301.554	8	984.448
9	1141.836	9	756.0882	9	6382.79	9	989.234
10	1199.3	10	764.265	10	6606.09	10	997.875
11	1259.871	11	763.4324	11	6726.134	11	1013.145
12	1312.45	12	765.8272	12	6895.28	12	1010.697
13	1362.052	13	766.588	13	6951.703	13	1011.289
14	1378.098	14	767.1248	14	6707.291	14	984.777
15	1374.46	15	768.565	15	6615.475	15	998.815
16	1342.854	16	757.3472	16	6678.287	16	978.422
17	1284.682	17	754.8458	17	6848.038	17	981.059
18	1228.468	18	752.4496	18	6994.468	18	949.472
19	1208.868	19	759.1712	19	6972.803	19	968.078
20	1173.78	20	757.56	20	7012.5	20	965.92
21	1157.98	21	758.7598	21	6985.326	21	959.065
22	1131.648	22	758.4422	22	6838.436	22	959.843
23	1110.767	23	766.9862	23	6774.997	23	981.716
24	1108.989	24	782.922	24	6754.871	24	1037.31
25	1122.75	25	809.375	25	6621.25	25	1093.125
26	1113.209	26	813.7048	26	6885.517	26	1048.149
27	1113.321	27	772.7642	27	6581.328	27	988.816
28	1163.534	28	771.548	28	6472.11	28	984.66
29	1293.48	29	776.0894	29	6364.186	29	1002.376
30	1471.315	30	784.395	30	6176.155	30	1002.89
31	1685.771	31	783.9804	31	6106.591	31	995.914
32	1852.601	32	776.4068	32	6013.663	32	999.292
33	1725.084	33	767.1808	33	5780.654	33	986.57
34	1483.351	34	755.1384	34	5453.004	34	951.229
35	1262.255	35	747.03	35	5185.225	35	951.575
36	1123.181	36	737.9264	36	4858.243	36	936.61
37	1061.003	37	728.1036	37	4615.421	37	955.611
38	1018.6	38	731.0296	38	4288.612	38	956.822
39	1004.166	39	734.5274	39	4183.109	39	954.84
40	1003.12	40	744.86	40	3961.75	40	964.2
41	994.182	41	743.9734	41	3633.82	41	966.266
42	1010.884	42	743.2802	42	3355.378	42	963.879
43	1020.135	43	746.6104	43	3006.891	43	969.713
44	1040.21	44	748.1664	44	2683.833	44	980.807
45	1020.595	45	753.295	45	2501.36	45	968.295
46	1002.669	46	746.2868	46	2377.334	46	941.132
47	1008.157	47	735.4936	47	2156.529	47	920.183
48	965.393	48	738.6216	48	1902.454	48	929.537
49	937.825	49	731.3752	49	1680.237	49	926.841
50	927.75	50	727.25	50	1550.375	50	924.375
0	1599.375	0	753.188	0	4602.125	0	963.438
1	1590.66	1	758.545	1	4871.445	1	951.785
2	1539.765	2	756.43	2	5112.625	2	955.145
